OperatorRef,LineName,JourneyRef
TFLO,151,86861
NATX,A6,108209
TFLO,493,280350
BNGN,10,1134
BNGN,37,1136
BNVB,984,91502
TFLO,49,277170
SOLU,62,22
TCVW,16,119
FCWL,LAND,19
FSYO,73,1852
TFLO,62,304460
TFLO,H26,618320
WOCT,210,VJ_49-210-_-y10-2-2-T0
BNGN,576,1159
SCCU,179,110
SCEM,3,6017
DAGC,95,417
TFLO,235,72431
ARBB,A,1176
DAGC,85,114
ACYM,5,1013
FBOS,28,53
TFLO,H32,454888
SCOX,TUBE,122
FSYO,82,1918
TFLO,H17,353188
TFLO,H28,190808
TFLO,H28,190845
TCVW,8,82
FLDS,3A,2044
REDE,W20,1641
SYRK,1,127
SYRK,1,122
CRDR,63,120
SYRK,1,121
TFLO,H37,188472
TFLO,470,431198
SCCU,555,35
FPOT,25,1056
SWCO,CR2,231
TFLO,156,282762
TFLO,291,384612
PBLT,100,0100
EYMS,8,8242
SCNH,X6,15
TFLO,5,377137
TBTN,ra,101920
TFLO,R9,210253
TFLO,5,377160
SESX,14,1850
PBLT,312,1834
ACYM,11C,1021
TFLO,66,601501
PLYC,34,61
TFLO,156,282544
TFLO,H91,412445
TFLO,H91,412548
NATX,205,205311
TFLO,H91,412522
TFLO,H9,669718
FESX,21,59
FESX,S2,106
FESX,S3,40
SESX,16,37
UNIB,601,601154
TFLO,157,513579
FESX,C1,159
FLEI,26,1750
TFCN,12,50
TFCN,73A,30
TFLO,157,513540
TFLO,158,596483
SCGL,22,25
SCCM,X9,22
SWWD,88,1610
TLYH,164,2005
SCCU,685,2
TFLO,145,31664
SCEM,1,3070
RLNE,132,1725
SCCM,7,52
TFCN,21,31
WNGS,H5C,2100
TFLO,K1,555935
TNXB,FD,5
AMSY,15,1169
IPSW,10,33
TFLO,476,632840
ANEA,63,1143
SCGL,12,113
AKSS,132,1046
SCGL,8,83
DTCO,387,1320
GNEL,26,2643
ANEA,9,1149
SCNH,41,22
SCCU,1,76
TBTN,two,111717
SOLU,71,11
TFLO,134,13841
TFLO,309,543133
TFLO,159,61366
MDCL,19A,34
SDVN,1,72
FBRI,1,1708
TFLO,51,181845
TFLO,384,315074
UNIL,U1C,2011
BORD,X95,1920
SESX,C9,1510
BRTB,igo,111830
KDTR,B2,3046
NT,39,NT39-Out-4039-NT3390Q3-2024-02-12T17:50:00-2024-02-12
BNVB,920,91520
BRTB,cal,101930
VECT,R4,4004
WDBC,1A,1821
BRTB,sky,112020
FSYO,24,1712C
WNGS,H5D,1918
TNXB,50,251
TFLO,52,483267
UNIL,U6C,1821
KCTR,125,7
TFLO,52,483059
BLAC,5,1115
SCCM,B,185
TFLO,161,582816
WDBC,3,1111
FHAM,X4,36
FHAM,E1,2058
SVCT,9,4380
FDOR,10,218
IPSW,93,18
DAGC,38,121
SYRK,21,524
DAGC,8A,119
GNEL,56,5723
GNEL,54,4117
FHAM,2,133
RBUS,17,196
TFLO,699,
SCNH,60,30
BLUS,2,1810
SSWL,E,18
GNEL,359,8924
TFLO,219,15816
KBUS,sky,111920
TFLO,22,100439
SCCU,X5,19
TFLO,219,15746
EYMS,909,1201
TBTN,61,112035
ACYM,13,1021
TFLO,344,612345
TFLO,109,65836
TNXB,5,134
WDBC,17,2111
TMTL,SPARE,0300
FPOT,18,1835
AMID,126,1005
SDVN,21C,119
BLUS,7,1810
GNEL,2,2106
SWWD,R1,1911
GNEL,54,4115
FBRA,645,1522
HCTY,923,1805
FCYM,T1,1700
SCSO,50,24
GNEL,39A,4001
CBNL,U,2100
CBBH,46,1900
SCMN,384,57
CBNL,747,1922
BNVB,924,91520
TFLO,224,37372
WNCT,2,2446
SYRK,86,44
TBTN,90,111805
WDBC,m1,2030
WDBC,5,2011
FHAL,576,1651
SCNE,X78,41
SCMY,42,1452
WDBC,m1,1820
FECS,510,88
BRYL,B16,1230
TFLO,275,530166
FBRI,m1,1700
SCMY,621,2
SWWD,27,1710
FECS,21,82
TFLO,86,603017
FECS,23,155
TFLO,111,194380
BNVB,603,91510
FECS,A,106
COMT,231,22
TFLO,111,194305
TFLO,67,160233
FHAM,QA1,204
FSMR,34,1220
ANUM,43,1192
ARHE,7,1067
YCST,22,3234
FECS,37B,151
TFLO,112,96629
SDVN,155,122
TFLO,86,602979
ARHE,10,1084
COTS,54A,1740
KDTR,62,5410
WRAY,106,3923
SDVN,12,184
FBOS,6,45
FBOS,29,26
WRAY,106,3927
TFLO,112,96535
FBRI,29,1725
WRAY,149,2794
FCYM,128,1735
TFLO,112,96446
AMSY,82,1162
TNXB,15,103
TFLO,294,196311
FYOR,6,2050
COMT,12,12
TFLO,294,196260
TFLO,295,640441
TFLO,294,196194
WRAY,189,2413
BNSM,667,1600
SESX,7,1605
ANSL,83,1700
TFLO,294,196357
NWBT,5,0000
TFLO,307,586385
SDVN,57,110
TNXB,79,124
TFLO,115,412182
TFLO,277,128546
TFLO,115,411961
AKSS,9,1021
SCNH,A9,34
FLEI,14,1915
FESX,37,85
SDVN,7,31
AMID,158,1065
FLEI,74,2110
TBTN,33,101754
DIAM,40,144
TFLO,215,34274
DIAM,31,328
WMSV,101,1800
CBNL,R2,1811
PBLT,45,2030
TFLO,296,542984
DIAM,4,7
AKSS,140,4005
BHBC,49,165
TFLO,137,558320
METR,5,110
AMID,29,1062
SSWL,132,271
SCCM,B,165
AMID,50,1069
BPTR,1,1149
ROST,464,2237
LTKR,18,10
CUBU,214,1702
ROST,R4,1762
DIAM,142,45
TFLO,297,662001
NUTT,21,1622
FBRI,126,1038
DIAM,50,106
KEVS,147,1734
TNXB,937A,170
BNGN,36,1119
RRTR,W1,1915
NATX,101,102122
FSMR,U1,2003
TFLO,297,662034
METR,23,49
KCTB,502,87
WHIP,X3,334
YTNB,291,VJ7
AMSY,920,1003
CBNL,154,1759
TFLO,297,662104
TFLO,299,606650
TFLO,3,260880
TFLO,3,260948
TFLO,3,260825
TFLO,298,605247
SCMY,627,2
SCMY,280,24
TFLO,298,605242
SCNH,X7,24
SDVN,35A,52
SCMN,15,38
TCVW,11,78
PLYC,42C,205
TFLO,3,261007
VECT,701,70166
KCTB,11,25
WRAY,51,8320
PLYC,42A,203
DIAM,57,11
TNXB,11A,268
WDBC,10,1710
NATX,A8,108215
WOCT,215,VJ_35
BLAC,14,1100
BLAC,11a,1058
TFLO,3,261067
FPOT,3A,1721
TFLO,30,362638
TFLO,103,123823
ALSC,611,1540
MULM,111,10
WRAY,280,2604
TFLO,144,7659
TFLO,103,123866
COMT,37,29
ASTC,540,0848
AMSY,20,1048
SDVN,85,118
TFLO,105,496046
RBUS,17,213
FLEI,14A,1859
FLEI,13,2055
WRAY,283,2743
FLEI,17,1930
TFLO,105,496211
TFLO,43,188090
NATX,409,400202
DTCO,118,1520
NATX,120,120551
BHBC,1,232
COMT,42,115
SCCM,X5,78
TFLO,410,135394
AMSY,81A,1097
TCVW,15,121
SCEM,103,6012
TFLO,SL6,701882
HWCO,112,2002
FSMR,144,1805
RDCA,184,2101
WRAY,203,2332
TMTL,30,111715
FESX,C2,96
TMTL,252,111715
EYMS,57,2059
SCCM,4,49
FESX,C10,90
BNGN,947,9003
SCSO,69,28
TFLO,257,255353
SWAN,354,0635
WRAY,202,2314
NATX,426,425102
EYMS,63,6372
GNEL,Q3,3077
NATX,133,133208
NATX,401,401807
TFLO,308,465703
WRAY,141,1313
SCCM,2,83
ARHE,8,1125
BNSM,897,1500
NATX,737,737210
NATX,737,737211
FMAN,409,1846
FMAN,84,1833
AKSS,3,1082
SCCM,A,135
ACYM,2,1023
EYMS,X46,4627
FMAN,182,1844
AMSY,699,1027
IPSW,13,136
NATX,509,508170
SCNH,X4,1010
TFLO,170,680540
DIAM,62,17
KDTR,62,5413
NATX,403,403811
NATX,403,403806
SCEM,107,6515
NATX,200,200220
NATX,040,140252
NATX,200,200223
LYNX,46,17
TFLO,137,558384
SDVN,7,25
NATX,508,507770
KDTR,67,7098
KDTR,B3,3166
GNEL,309,979
TFLO,26,230769
BPTR,M2,7222
SULV,398,35
ADER,24,1104
ROST,R3,1042
COMT,89,8
SCGL,9,82
BANG,5,1830
YCST,A1,6170
BTNA,31,VJ_70
MDCL,70,4
BDRB,521,1730
AMSY,898,1031
KDTR,60A,0534
SYRK,X17,58
TFLO,260,695615
NATX,502,140271
SCGL,41,48
NATX,400,400205
AKSS,132,1106
TPEN,D1,5130
HRGT,X98,5406
GNEL,53,3098
FBRI,43,1205
SYRK,32,76
NVTR,23A,1820
AKSS,12,1046
AMSY,423,1052
DTCO,55B,0000
FHAL,503,1735
TFLO,261,544927
YCST,A2,6361
AMTM,470,1016
TFLO,371,98346
NATX,A7,107805
HULS,257,1710
NATX,540,540870
PULH,19,4015
AMSY,10,1207
AMSY,82,1143
TFLO,101,277948
NATX,182,182203
NATX,040,140256
YYTG,113,0700
TFLO,N550,686360
FBRI,X1,1615
A2BV,1C,1932
NATX,100,104111
SCNH,67,73
DIAM,5A,23
TFLO,262,92215
SCNE,2,14
AMSY,82,1149
AMID,48,1121
TPEN,20,1114
NT,40X,NT40X-In-52040-NT3390SH123-2024-02-12T18:16:00-2024-02-12
TPEN,D2,5350
CUBU,15,1715
KDTR,K4,4350
FBRI,24,1614
NT,7,NT7-In-52007-NT3300RU0116-2024-02-12T19:52:00-2024-02-12
KDTR,K4,4349
EYMS,121,1244
NATX,561,426003
NDTR,261,1510
NDTR,DC1,1645
SWCO,81,8126
NATX,564,564806
NT,44,NT44-Out-8044-NT3390K3-2024-02-12T21:00:00-2024-02-12
FHAM,7,119
SCMN,43,99
BNGN,362,1084
TFLO,263,382831
AMID,44,1041
PBLT,48,1845
BNGN,575,1153
FESX,25,71
SLVL,A10,1815
DIAM,202,21
ACYM,5,1042
ANEA,X12,1044
ARBB,6,1009
NT,39,NT39-In-5039-NT3300GE0802-2024-02-12T18:59:00-2024-02-12
TFLO,444,369546
ANUM,X15,1228
ANUM,X9,1048
TFLO,69,239259
ACYM,4,1053
WRAY,377,2981
SNDR,34,1715
NATX,490,491254
NATX,502,502112
FLDS,12,1655
NATX,040,502113
ACYM,62,1045
DIAM,50,103
NT,41,NT41-Out-61040-NT3390Q2-2024-02-12T21:05:00-2024-02-12
NT,53,NT53-In-52053-NT3390CL21-2024-02-12T18:48:00-2024-02-12
WBTR,21,8111
AKSS,71,1045
NATX,594,561108
GNEL,655N,8553
BNDB,916,1510
ACYM,4S,1052
NT,70,NT70-In-55070-NT3390BU07-2024-02-12T21:16:00-2024-02-12
FLEI,88,1758
TNXB,49,68
ARBB,2,1050
TFLO,281,402138
CSVC,86A,860
ARBB,3,1114
NATX,201,201150
NATX,201,201155
ANWE,82A,1065
NATX,490,491254
NATX,106,100110
BPHI,X11,1400
NATX,507,507767
NT,79A,NT79A-Out-2079-NT3390M4-2024-02-12T17:22:00-2024-02-12
ANWE,19,1060
NT,69,NT69-In-1068-NT3390SW09-2024-02-12T20:25:00-2024-02-12
ROSS,144,43
TFLO,142,52273
LMST,42,1751
NT,89,NT89-In-2089-NT3390RP04-2024-02-12T20:59:00-2024-02-12
TFLO,466,17322
TFLO,213,175825
TNXB,X5,232
SNDR,102,1505
METR,5,3
SCEK,X3,46
TFLO,93,613948
AKSS,191,1060
SCEK,G,712
NT,35,NT35-In-10035-NT3390BU05-2024-02-12T21:22:00-2024-02-12
NT,15,NT15-In-7017-NT3390RP03-2024-02-12T19:49:00-2024-02-12
FBRI,376,2038
NT,68,NT68-In-5068-NT3390SW09-2024-02-12T18:32:00-2024-02-12
NT,15,NT15-Out-5017-NT3390T2-2024-02-12T20:45:00-2024-02-12
SCNH,664,12
NT,48,NT48-Out-3048-NT3390B3-2024-02-12T18:50:00-2024-02-12
WBTR,9A,9416
TFLO,465,398073
TFLO,K3,693552
SEMM,13,1645
AKSS,71,1066
BNVB,909,91545
SCEK,P3,114
TFLO,125,513141
NT,45,NT45-Out-31045-NT3390Q1-2024-02-12T17:55:00-2024-02-12
NT,35,NT35-Out-7035-NT3390J3-2024-02-12T20:55:00-2024-02-12
NT,1,NT1-Out-7001-NT3390B2-2024-02-12T21:00:00-2024-02-12
TFLO,A10,316953
TFLO,A10,316779
FBRI,m2,1845
TNXB,24,176
RBUS,50,122
FMAN,59,1800
FBRI,A1,2001
SDVN,57,111
SCEM,505,9058
SCEM,255,1014
FBRI,48,2050
FBRI,39,2050
FBRI,1,2055
SCMY,82,26
SCOX,B9,196
FBRI,31,2015
LTLS,14,1135
FBRI,m1,2040
FBRI,45,2040
FBRI,19,2010
TFLO,K3,693568
TFLO,139,684587
NT,69,NT69-In-2068-NT3390SW09-2024-02-12T18:01:00-2024-02-12
SOST,61,10
NDTR,239,1510
SCEM,3N,243
SSWL,61,52
REDE,ML1,1730
COMT,32,27
ANEA,2A,1094
HUYT,33,2112
METR,20,78
FHUD,308,2100
FBRI,8,2031
FBRI,U5,1910
SDVN,95,11
TFLO,K5,191138
OXBC,OXF,7080
TFLO,B13,177156
TFLO,148,21439
OXBC,35,4090
TNXB,11A,364
AMNO,4,1088
TFLO,B12,573539
TFLO,B11,301123
HULS,170,1800
TBTN,if,101745
SCEM,6,3049
ANUM,308,3078
OXBC,400,4156
TCVW,6A,121
CBNL,367,1653
TFLO,B14,280223
TNXB,4A,247
ENSB,Z2,1845
BNVB,902,91555
FECS,X41,23
GVTR,473,0000
TFLO,B13,177099
TFLO,357,542057
AMSY,81,1021
TFLO,18,508785
AMSY,18,1133
TFLO,18,508275
HRGT,24,4042
SCSO,51,83
ENSB,44,1740
ACYM,1,1106
SCEK,82,818
BRTB,i4,101737
AMSY,49,1125
GONW,41,0089
TFLO,B16,3871
GONW,18,0148
TFLO,42,126728
SCNE,14,50
TFLO,B16,3844
HWCO,15,1114
TFLO,C1,201937
TFLO,42,126772
TFLO,422,257392
TFLO,C1,201851
SBS,7,1733
RDRT,308,VJ30_104000
TFLO,398,678757
PLYC,21,118
TFLO,484,120807
SARG,461,1808
SYRK,X17,55
DIAM,294,2
PLYC,44,84
FMAN,84,1823
WBTR,21,8107
TFLO,398,130378
TFLO,35,
SCEM,PRO,80
TFLO,325,106509
TFLO,425,476835
FECS,25,91
TNXB,23,285
FLDS,6,2004
FLEI,13,1915
TFLO,427,9307
TFLO,43,188063
LUTD,KU1,98
TFLO,205,551318
FLDS,6,2056
TFLO,428,355633
BNGN,8,1092
FBRI,m4,1915
TFLO,W11,473922
TFLO,55,489322
FLDS,7S,2045
TFLO,432,410490
FSYO,11,1739A
CHLK,360,1430
ANEA,15,1103
NT,4,NT4-Out-6004-NT3390T7-2024-02-12T21:20:00-2024-02-12
TFLO,254,460114
RLNE,WP1,1111
TFLO,W12,314974
TFLO,55,488734
TEXP,3,1800
SYRK,28,28
ANEA,X66,1090
TFLO,2,76205
HEDO,88,23
TFLO,57,406239
YCST,26,3586
BHBC,25,280
TFCN,11,65
SCMY,59,84
ALSC,601,1550
ANEA,1,1560
FECS,7,8
BNGN,8,1139
FALC,28,1725
SDVN,53,10
TFLO,W15,171988
A2BV,91,1730
TFLO,321,271104
BNDB,75,2114
TFLO,59,491556
ARHE,SB5,1068
TFLO,W15,172138
TFLO,59,491515
SYRK,95,97
TFLO,47,631836
TFLO,47,631772
TFLO,W16,309443
TFLO,W16,309709
TFLO,W19,703681
IPSW,13,131
SCCM,Tour,455
TFLO,W19,703705
FSRV,12,1500
TDTR,22,2255
TFLO,W3,676496
BLUS,9,2110
FCWL,U3,86
BLUS,15,2110
SCEK,A,56
SCMN,191,13
SCMN,76,15
FECS,122,22
TFLO,K3,693504
BNDB,512,2102
ANEA,3,1602
PBLT,31,0700
TFLO,W3,676689
TBTN,con,101900
HDGS,79,7909
SCMN,330,139
OXBC,108,4007
TFLO,6,493643
TFLO,60,41943
FBRI,X6,1710
DIAM,25,43
TFLO,60,42021
TFLO,60,42199
METR,10,191
SCMN,314,103
AMNO,9,1026
TFLO,286,159522
TNXB,63,221
TFLO,286,159551
FSYO,X10,1905
SYRK,66,91
TFLO,114,598969
FSYO,120,1605
AMNO,3A,1015
TFLO,60,42073
METR,272,18
SCMY,53,85
BHBC,12A,283
FLDS,49,1548
TFLO,43,188152
TNXB,19,35
CTSW,HPC,1728
RBUS,6,152
TFLO,302,611627
TFLO,302,611363
TCVW,9,82
TFLO,29,592567
TFLO,29,592823
SWWD,X4,1721
BHBC,2,98
TFLO,EL3,393327
GNEL,41,4183
SCNE,22,158
TFLO,307,586108
FLEI,14A,1420
TFLO,307,586326
SCMY,17,220
SSWL,X21,913
TFLO,307,586376
FECS,24,142
TFLO,307,586183
WNCT,2,2445
TFLO,E3,353604
CBNL,81,1750
RELD,30,1540
TFLO,308,465676
VISB,60,1858
TFLO,72,394823
TFLO,167,269245
TFLO,H26,618295
TFLO,72,394693
AMSY,63,1063
TFLO,308,465616
SCCM,2,420
TFLO,432,410584
SCMN,50,107
BNGN,362,1079
ANWE,20,1001
ENSB,Z2,1805
FECS,24A,125
FBRA,618,1711
TFLO,C10,618115
FTVA,RA2,64
FHAM,3,136
JASI,903,903
KDTR,K7,7417
FTVA,8,46
TFLO,92,262851
FTVA,8,50
FTVA,A4,2105
SCEK,666,826
ANUM,1,1553
ARBB,28,1037
TPEN,587,3746
FTVA,6,1910
FCYM,111,1430A
TFLO,73,427204
FRMN,424,1830
TCVW,25,20
SCCM,PR2,2145
EYMS,66B,1720
TFLO,5,393437
TFLO,5,393395
FBRI,49,2053
TFLO,73,427223
FBRI,NS,1930
TPEN,577,3561
SCCM,53,3038
FBRI,42,1840
TFLO,94,650281
TFLO,73,427068
FCYM,76,1700
SCEK,D,97
ARHE,9,1099
TFLO,73,427356
FBRI,Y6,1845
TFLO,94,650160
TFLO,73,427323
TFLO,95,582578
FBRI,42,2030
COTS,8B,1540
TFLO,235,72227
BNVB,960,90753
FBRI,172,1555
RRTR,50,1312
SCGL,55,55
TFLO,74,708807
SCEK,A,100
TFLO,97,638893
DAGC,31,126
TFLO,52,483080
TFLO,74,708623
TFLO,52,482992
FPOT,3A,1724
TFLO,98,291785
FBRI,19,1650
TFLO,H9,669730
GNEL,684,1425
TFLO,98,291625
TFLO,98,291600
TNXB,4,268
ANEA,5,1054
GOCH,1,13
SBS,67,1630
TFLO,98,291734
TFLO,53,486852
SCEM,23,3044
TCVW,16,108
SCCU,40,3
TFLO,W11,
TCVW,21,217
FBRI,48a,1747
ARBB,8,1080
TFLO,98,291521
TFLO,98,291599
TFLO,1,209690
TFLO,98,291710
GNEL,1,1076
TNXB,8A,117
TFLO,99,646923
TFLO,98,291824
TFLO,99,646954
BHBC,12X,210
EYMS,130,1944
TFLO,53,487159
FALC,436,1841
TCVW,7,100
ANEA,96,1507
TFLO,173,680883
TFLO,173,681009
TFLO,H98,
TFLO,53,486912
SCEM,12,4023
WRAY,156,1494
TFLO,H98,340463
AKSS,85,1106
AKSS,7,1053
KDTR,662,2594
TFLO,H98,340574
GNEL,10,1099
ANEA,63,1121
SARG,75,1700
TFLO,H98,340382
FLDS,8,2113
GNEL,TAXI,1953
TCVW,13,93
TFLO,164,125975
FLDS,50A,1754
GNEL,56,5734
SSWL,52,53
TFLO,K1,556061
TCVW,X1,72
TBTN,ra,112045
ANEA,X93,1249
SWCO,96,22
TCVW,15,120
TFLO,K1,555997
SSWL,52,52
TPEN,574,3457
TFLO,210,32034
HRGT,7,7145
LAKC,449,VJ_31
TFLO,117,132732
SCSO,1,129
TCVW,13,108
AMSY,699,1123
MDCL,70A,1800
TCVW,18,83
TFLO,164,126164
FHAM,X5,5
AMSY,329,1056
TFLO,166,411557
GNEL,X20,244
AMSY,13,1223
SCCU,41,145
TCVW,13,103
FBRI,36,2112
SCEM,1,40
AMSY,12,1213
TFLO,211,388983
HIPK,14,1810
TCVW,3,99
SCMN,111,95
FMAN,348,1740
TCVW,6A,135
TCVW,15,110
TFLO,211,388893
TFLO,211,388919
FSYO,15,2057D
AMSY,86A,1217
FLDS,16,1601
HIPK,199,2100
NT,10C,NT10C-In-1010-NT3300RU0158-2024-02-11T16:28:00-2024-02-11
ARBB,Z,1140
ANEA,5A,1019
ARHE,2,1121
TFLO,355,164153
FSYO,11,1839A
TFLO,354,87810
FCYM,87,1200
TFLO,355,164083
TFLO,355,164185
TFLO,288,611754
TCVW,18,88
TFLO,355,164393
TFLO,355,164118
BNGN,35,1051
FSYO,20,2045C
TNXB,11,137
WRAY,446,3387
TFLO,213,176010
TCVW,21,146
DELA,101,1800
TFLO,357,541981
TPEN,20,1014
TFLO,358,89554
TFLO,358,89485
SSWL,122,21
TFLO,36,349678
FSYO,272,1951H
TFLO,36,349889
TFLO,36,349763
TFLO,256,609975
FSYO,X10,1815
FCYM,197,1820
FESX,27,97
SCNE,22,140
TCVW,11,207
FCYM,70,1750
TFLO,36,349781
SSWL,78,54
SCNH,12,55
TFLO,360,254713
TFLO,360,254523
HRBT,189,5
TFLO,213,176165
SCNE,62,89
SCEK,16,95
TFLO,433,217476
TFLO,455,227331
TFLO,455,227172
PCCO,LCCC005C,1530
TFLO,433,217522
TFLO,455,227300
TFLO,46,626192
SCEK,12,36
TFLO,456,504990
TFLO,46,626439
BNGN,37,1135
TFLO,440,696211
TFLO,465,398088
TCVW,X1,85
TFLO,462,299545
TFLO,463,362110
TFLO,462,299570
TFLO,462,299620
FESX,75,25
TFLO,150,266126
SCCU,554,8
TFLO,444,369470
TFLO,118,92343
BORD,464,1830
TCVW,7,103
BNGN,3,1109
ARHE,508,1033
AMNO,64,1026
TFLO,467,117502
LEMN,47,214
TFLO,118,92458
TFLO,166,411733
DIAM,002,72
LVTR,490,1725
TFLO,45,53836
TCVW,16,115
TFLO,45,53482
FMAN,83,1942
BNGN,163,1143
TCVW,18,92
TFLO,137,557987
ACYM,13,1031
TFLO,45,53627
SCSO,34,57
TFLO,45,53807
FHUD,314,2040
TCVW,21,204
FHAL,541,2030
STNE,714,1719
FCYM,38,1755
SNDR,CH2,1718
LCCO,84,1330
FHAL,592,1840
TFLO,450,191797
COAC,99,1745
HNTS,6,2121
PROC,RS1,1815
FLDS,12,2046
SCMY,19,126
SCCU,2,90
TFLO,533,161824
BNDB,521,1612
FHAM,7,87
FLDS,3,2046
TFLO,533,161970
NOCT,29,1744
TFLO,450,191673
TFLO,254,460159
TFLO,174,698774
TNXB,8C,125
SNDR,X55,1925
TFLO,54,377915
TFLO,452,343176
ACYM,12,1092
NATX,550,423601
FLDS,56,2003
TFLO,452,343368
TFLO,452,343254
TFLO,490,362900
TFLO,172,525153
NATX,134,131107
FECS,36,125
TNXB,8,99
TFLO,21,518482
FHAM,7,16
TFLO,183,652218
FSMR,35,2110
TFLO,452,343081
TFLO,453,153145
AKSS,166,1113
SCCU,6A,46
SCCU,6,43
SCEK,93,813
SVCT,1,1142
TFLO,179,81980
TFLO,178,404679
FSMR,144,1805
METR,272,20
TFLO,120,510471
SCCU,63,75
TNXB,29,192
TFLO,172,525006
TFLO,172,525241
TFLO,120,510290
TFLO,121,311476
SCNE,12,47
SCCU,104,52
TFLO,121,311411
SCMN,192,576
HNTS,6,2021
TFLO,121,311427
FSMR,45,1825
TFLO,122,553936
SCMN,384,67
LEMN,47,132
TFLO,167,269291
TFLO,453,153114
SWWD,R1,1841
TFLO,122,553912
ANSL,24X,1720
TFLO,122,543676
AMSY,10B,1073
TFLO,18,508540
NATX,540,540854
TFLO,123,636061
TFLO,123,636153
SCMN,192,558
FLEI,15,2115
TFLO,169,343787
AMSY,35,1049
TFLO,123,635889
TFLO,91,450386
TFLO,169,343740
GNEL,832N,8321
WDBC,4,1821
NT,27,NT27-Out-1027-NT3390K2-2024-02-12T18:33:00-2024-02-12
FPOT,22,1740
TFLO,124,237020
FSMR,363,1800
TFLO,180,400819
NT,35,NT35-Out-9035-NT3390J3-2024-02-12T18:20:00-2024-02-12
ARBB,5,1039
TCNT,9,1720
TFLO,126,361665
TFLO,217,35208
TFLO,472,641559
SCMN,42,69
TFLO,180,400798
TFLO,180,400751
TFLO,172,525300
TFLO,H11,219359
SCMN,330,160
AMSY,10A,1223
WRAY,165,2694
ENSB,77A,2110
NT,26,NT26-In-1024-NT3300NS0496-2024-02-12T17:59:00-2024-02-12
NATX,150,150108
SCSO,Spri,47
TFLO,142,43954
AMSY,10A,1193
FSRV,87,1720
TFLO,180,400774
SCMN,384,75
TFLO,180,400730
TFLO,180,400597
SCCM,MK1,59
ARBB,850,1028
ARBB,3,1103
FLDS,33,1442
SCMN,43,164
SCMN,7,7052
REDE,866,1545
SCSO,19,56
NATX,A8,109210
TFLO,50,124934
NT,58,NT58-Out-14058-NT3390P2-2024-02-12T17:55:00-2024-02-12
TFLO,41,132177
TNXB,4,280
AMSY,78,1048
SNDR,44,1652
TNXB,101,87
SCMY,125,162
ARBB,F70,1122
SCMY,17,160
ARBB,4,1104
WBTR,22A,8439
WBTR,4,4725
ARBB,850,1025
REDE,361,1720
NT,78,NT78-Out-1078-NT3390M4-2024-02-12T17:12:00-2024-02-12
FESX,68,3
NATX,040,140260
BPTR,V3,9518
BPTR,M4,0426
FESX,71,59
TFLO,207,
KJTR,19,1718
TFLO,366,613863
ARBB,7,1032
NT,34C,NT34C-Out-5034-NT3390C4-2024-02-12T21:13:00-2024-02-12
TNXB,4,324
FBOS,CR4,26
TNXB,3,174
TFLO,175,25125
TFLO,119,260614
TFLO,59,491623
WBTR,CAT5,5068
FESX,S6,58
TNXB,52,82
RDRT,308,VJ34_171900
CLNB,X442,1954H
TNXB,66,93
SCCU,1,90
TFLO,171,37896
TNXB,2,176
AMSY,31,1094
TFLO,367,281571
ARBB,829,1004
TNXB,2,151
TFLO,119,260538
SBS,103S,1520
TFLO,176,699635
OXBC,3,4140
AMSY,10,1232
TFLO,410,135275
WRAY,106,3874
TFLO,145,31829
NATX,509,509259
TFLO,14,412620
DJWA,60,1430
TNXB,27,50
AMSY,89,1068
NATX,507,507768
OXBC,5,4177
TFLO,59,491724
ATWE,10,4
TNXB,2,143
GNEL,1,1023
TFLO,120,510351
NATX,121,121221
TNXB,18,116
TFLO,173,680883
TFLO,176,699787
CRDR,60,150
NATX,120,121221
HWCO,15,2048
LNUD,152,6729
AMSY,385,1051
TCVW,17A,53
TFLO,178,404738
AMSY,79,1169
COMT,166,10
AMSY,188,1025
AMSY,14,1138
TFLO,144,7802
TFLO,178,404708
NATX,120,120255
TNXB,4,176
SESX,816,8162
SCMN,117,7195
AMSY,78,1054
TFLO,178,404872
TFLO,21,518830
ENSB,83,1730
TNXB,59,247
ANUM,X10,1064
TFLO,38,380048
VECT,92,92007
LNUD,1,1954
METR,4,113
REDE,X61,1700
TFLO,356,89221
METR,231,26
FECS,1,109
FECS,14,84
ROST,456,1158
FSMR,U1,0855
METR,411,22
TFLO,122,543850
METR,3,89
TFLO,46,626146
TMTL,252,111745
TNXB,82,52
TFLO,343,470092
TFLO,343,469941
OXBC,400,4356
NATX,171,170751
FSYO,X5,2035
TFLO,452,343204
CSVC,84,11318
BRYL,B5,1715
PBLT,8,1815
NATX,172,172014
OXBC,8,4089
FSYO,120,2008
AKSS,132,1026
TFLO,46,626416
TNXB,82,48
TNXB,15,120
FSYO,X10,2025
TFLO,73,426859
TFLO,46,626414
FSYO,76,1839
FSYO,52a,1845J
SYRK,83,52
TNXB,3,160
TNXB,11A,158
FECS,903,2
FECS,13,53
ROST,464,2222
CSLB,41,4030
FECS,21,74
TNXB,11,159
TFLO,345,309014
BNGN,942,9003
TNXB,126,113
SESX,101,1012
TFLO,324,310050
SCMY,157,3
TNXB,6,136
TFLO,345,308898
FSYO,95,1907
FBRI,X7,1550
SCMY,125,147
SDVN,317,106
TNXB,4M,288
TNXB,4,341
TFLO,346,163412
FSYO,81,1953
TNXB,17,167
CTNY,129,32
TNXB,4A,290
TNXB,51,149
SCMY,157,20
GLLN,384,34018
