OperatorRef,LineName,JourneyRef
GONW,17,0162
CHLK,326,1825
AMSY,437,1154
AMSY,89,1082
TFLO,111,193993
SBS,7,1730
AMSY,433,1074
AMSY,10A,1201
TFLO,111,194092
TFLO,111,194323
TFLO,111,194070
FLDS,2,1957
AMSY,61,1078
PBLT,48,1858
TFLO,139,5493
TFLO,R70,665357
AMSY,437,1156
ARHE,1,1170
TFLO,59,491607
ARHE,8,1108
SYRK,1,129
TFLO,59,491441
TFLO,113,313314
AMSY,75,1109
TFLO,407,675875
AMSY,86A,1195
ARHE,1,1149
TFLO,113,313382
TFLO,281,402031
SYRK,X19,34
AMSY,8E,1055
TFLO,113,313134
ARHE,509,1044
STIV,1,1755
ARHE,1,1129
TFLO,113,313211
SYRK,11,75
ARHE,1,1117
FLDS,42,1843
SCOX,1,165
TFLO,156,282548
TLCT,656,1753
AMSY,76,1045
TFLO,114,598990
TFLO,101,53102
ACYM,14A,1063
TFLO,114,599061
ACYM,13,1019
TFLO,115,411796
WDBC,1A,1931
GNEL,X45,4525
SYRK,22A,541
TFLO,115,412116
HEDO,4,154
SYRK,11,81
TFLO,141,660098
FESX,372,24
SYRK,137,526
BDRB,146,1720
BEAR,305,8
TFLO,313,16155
TFLO,656,
BNDB,126,2005
FSYO,95,2110
BNDB,74,2008
BNDB,516,2020
TFLO,66,601583
BNDB,66,2000
TFLO,66,601792
TFLO,66,601762
TFLO,66,601552
TFLO,40,17962
TFLO,35,694591
NT,40X,NT40X-In-53040-NT3390SH123-2024-02-12T20:11:00-2024-02-12
TFLO,H11,219511
FSYO,20,0640C
NT,11,NT11-Out-53011-NT3390W3-2024-02-12T19:50:00-2024-02-12
TFLO,H12,220058
GONW,745,1001
TCVW,17A,111
TFLO,298,605259
NT,8,NT8-In-62007-NT3300RU0604-2024-02-12T18:15:00-2024-02-12
FESX,X10,70
TFLO,H12,220325
TFLO,H12,220201
TFLO,3,261030
TFLO,H12,220420
TFLO,H13,186472
FSYO,66,2036
TFLO,H12,220260
TFLO,H13,186560
TFLO,H13,186589
TFLO,H14,505841
TFLO,H14,505762
TFLO,H12,220165
FTVA,A4,2023
ARHE,20,1048
NT,44,NT44-Out-4044-NT3390K3-2024-02-12T18:15:00-2024-02-12
NVTR,130,1659
GONW,100,0086
TFLO,350,347725
RRAR,RA1,71
AMSY,410,1106
NT,44,NT44-Out-6044-NT3390K3-2024-02-12T18:40:00-2024-02-12
NT,44,NT44-Out-1044-NT3390K3-2024-02-12T19:10:00-2024-02-12
NT,56,NT56-Out-15058-NT3390P3-2024-02-12T21:05:00-2024-02-12
NT,45,NT45-In-2045-NT3300GE0858-2024-02-12T19:58:00-2024-02-12
SESX,25,3
TFLO,142,52153
TFLO,H14,505710
NT,45,NT45-Out-4045-NT3390Q1-2024-02-12T20:45:00-2024-02-12
GONW,67,0083
TFLO,407,675762
NT,88,NT88-Out-4087-NT3390P4-2024-02-12T17:07:00-2024-02-12
NT,45,NT45-In-5045-NT3300GE0858-2024-02-12T19:28:00-2024-02-12
NT,45,NT45-Out-1045-NT3390Q1-2024-02-12T18:15:00-2024-02-12
KDTR,62,5414
TFLO,41,132105
TFLO,H14,505798
CLNB,442,2050H
GNEL,79,8020
TFLO,353,287760
TFLO,341,152546
TFLO,H17,353155
ARHE,66,1029
GNEL,49,5003
SCGL,S6,88
TFLO,H18,555099
TFLO,H19,226087
TFLO,H20,223393
NT,16C,NT16C-Out-4017-NT3390T2-2024-02-12T18:00:00-2024-02-12
TFLO,143,112530
NT,27,NT27-In-4027-NT3300GE0758-2024-02-12T21:05:00-2024-02-12
NT,25,NT25-Out-1025-NT3390K2-2024-02-12T17:50:00-2024-02-12
NT,15,NT15-In-17017-NT3390RP03-2024-02-12T19:19:00-2024-02-12
TFLO,H22,360716
TFLO,H20,223441
TFLO,H22,360661
TFLO,H22,360694
NT,17,NT17-In-2017-NT3390BU01-2024-02-12T17:57:00-2024-02-12
TFLO,123,635861
TFLO,C11,153771
GONW,18,0159
NT,28,NT28-Out-8028-NT3390J6-2024-02-12T18:07:00-2024-02-12
NT,49A,NT49A-In-3049-NT3390BT10-2024-02-12T18:31:00-2024-02-12
NT,28,NT28-In-7028-NT3390BI15-2024-02-12T20:46:00-2024-02-12
FCYM,16,0400
NT,28,NT28-Out-6028-NT3390J6-2024-02-12T17:47:00-2024-02-12
NT,49A,NT49A-In-1049-NT3390BT10-2024-02-12T18:03:00-2024-02-12
FCYM,91,1820
NT,28,NT28-In-1028-NT3390BI15-2024-02-12T17:33:00-2024-02-12
GONW,100,0075
NT,59,NT59-Out-4058-NT3390P3-2024-02-12T18:10:00-2024-02-12
TFLO,76,330841
NT,69,NT69-Out-8068-NT3390T4-2024-02-12T21:00:00-2024-02-12
NT,16,NT16-In-16017-NT3390RP03-2024-02-12T19:02:00-2024-02-12
NT,69,NT69-In-4068-NT3390SW09-2024-02-12T20:55:00-2024-02-12
TFLO,68,197343
EYMS,153,1565
BEVC,744,1615
TCVW,22,101
WBTR,14,7057
TFLO,410,135542
NT,68,NT68-In-3068-NT3390SW09-2024-02-12T20:45:00-2024-02-12
CBNL,U,1755
TFLO,147,24754
GNEL,885,851
EYMS,747,4707
CBNL,22,1935
TFLO,68,197623
NT,77,NT77-Out-4077-NT3390M4-2024-02-12T19:16:00-2024-02-12
GONW,17,0165
EYMS,56,1520
TFLO,293,603905
TFLO,655,
GHCT,71,2058
TFLO,3,261107
DIAM,50,108
TFLO,410,135373
NWBT,25,1945
TCVW,X1,91
ARBB,M5,1005
ARHE,SB7,1040
DIAM,22,16
TFLO,219,15769
GOCH,429,20
GONW,33,1001
TFLO,194,47411
AMSY,53,1089
TFLO,466,426301
ARHE,7,1058
TFLO,191,44473
TFLO,414,327819
ARHE,309,1005
TFLO,414,327644
TCVW,3,103
WBTR,22A,8430
TCVW,11,206
ARHE,98,1022
ARHE,29,1053
WBTR,21,8105
ARHE,66,1032
GONW,135,0206
RBUS,702,30
GONW,52,0146
TFLO,322,8491
RBUS,42,64
TFLO,322,8333
TFLO,16,363488
FMAN,409,2000
BNDB,990,1545
DIAM,10,33
DIAM,17,26
DAGC,1A,171
TCVW,21,206
TCVW,20,194
GONW,52,0144
DIAM,16A,323
TFLO,325,105890
TFLO,27,578914
GONW,52,0131
FLEI,25,2030
DIAM,226A,51
SCNE,6A,221
WRAY,425,2602
GONW,135,0191
FLEI,88E,1920
TFLO,279,402661
NATX,400,400183
FESX,B1,138
FESX,27,83
BLAC,6,1077
TFLO,406,228462
TFLO,417,214282
FLEI,17,1745
WRAY,163,1683
TFLO,417,214472
ALTO,YCL,1838
GNEL,307,773
TFLO,195,536779
SCCU,61,141
TFLO,194,47554
GONW,33,0058
YYTG,113,2015
SNDR,54,1635
CBBH,907,1920
SCCU,42,15
SCCU,11,49
FBOS,21,72
FBOS,21,1339
GONW,97,0049
SCMN,192,497
TFLO,195,536174
TFLO,196,653147
TNXB,96,58
COMT,26,7
SCMN,86,125
SCMN,256,7111
SCMN,11,7128
SCMN,143,323
TFLO,78,433123
SCMN,219,193
RLNE,130,1730
SCMN,378,7019
MT,242,0029
FBOS,51,75
TFLO,196,653042
FBOS,1E,69
FBOS,99,17
RLNE,130,1750
FPOT,3A,1824
ANEA,X4A,1255
TFLO,423,377722
TFLO,424,651612
FPOT,25,2048
TFLO,424,651600
TFLO,424,651623
FBOS,28,43
LYNX,42,34
LYNX,37,13
SCMN,379,7024
TFLO,468,572330
TCVW,22,111
LYNX,43,2
WRAY,168,2047
TNXB,41,58
TCVW,7,109
TNXB,4,101
FMAN,59,1748
TNXB,34,186
FMAN,59,1836
TFLO,37,502162
SCMN,25,56
LYNX,36,96
TFLO,80,222315
TFLO,236,301665
FBRI,522,1935
SCMN,370,7807
ANEA,X93,1251
SESX,444,2
TFLO,197,155281
TFLO,197,155091
TFLO,37,502252
SESX,90,9038
TNXB,12,197
TNXB,48A,91
FPOT,21,1900
TFLO,E3,353556
LYNX,36,80
FPOT,101,1855C
FBRI,76,1603
CNTY,359,1815
SCMN,25,38
TNXB,12A,193
TFLO,198,65304
TNXB,2,155
TFLO,178,404817
TFLO,325,106048
TNXB,69,49
TNXB,11A,145
SCMN,42,67
SCMN,43,163
HIPK,113,1743
TFLO,158,596729
TFLO,326,106932
ARHE,2,1083
TFLO,326,107084
RBUS,33,93
TNXB,11,176
AMSY,437,1116
FSRV,33,1735
SCMY,86C,105
TNXB,70A,47
TFLO,468,572124
TFLO,159,61189
TFLO,E3,353422
TNXB,7,133
TFLO,199,63214
TFLO,249,78217
SCMY,1,143
TFLO,343,470182
TFLO,249,78497
METR,420,134
TNXB,17,175
TFLO,139,5401
TFLO,E3,353380
TFLO,468,572143
TNXB,31,297
SLVL,A7,2030
METR,271,18
CBBH,819,1500
BDRB,522,1700
AMSY,464,5033
TFLO,E3,353450
SCMY,10A,79
TFLO,E3,353366
TFLO,312,554466
SCMY,19,69
SCMY,1,156
PBLT,78,1930
TFLO,E3,353439
TFLO,E3,353625
TNXB,4,279
TFLO,E3,353516
SCCM,B,155
SCCM,3,100
TNXB,34,179
PBLT,35,1830
TNXB,10,56
DIAM,226A,49
SCCM,8,54
SCCM,905,67
PBLT,44,1810
AMGR,9,43
SCGL,65X,152
SCCM,1,152
AMGR,11,16
BNDB,132,2100
SCCM,905,79
SCGL,10,110
TNXB,72,151
AMGR,B3,6
AMGR,223,2
DIAM,8,50
TNXB,17,178
TFLO,319,103919
SCGL,9,70
DIAM,20,12
SCNE,36,95
SCGL,8,79
TFLO,54,378135
TFLO,54,378023
SCNE,36,89
DIAM,7,11
TNXB,4,292
TFLO,54,377997
TFLO,54,377893
TFLO,54,378266
AMSY,58,1014
SCNH,PR,78
TNXB,4A,167
TFLO,55,488909
TFLO,55,489141
TFLO,55,488829
TFLO,55,489071
TFLO,55,489329
TFLO,55,489312
TFLO,55,488694
TFLO,55,489088
TFLO,55,488778
SCNH,48A,49
TFLO,56,491342
TFLO,56,491250
TFLO,57,406421
SCNH,18,58
PBLT,114,1843
TFLO,57,406395
SCNH,1,81
TFLO,131,93982
TFLO,242,74974
TFLO,317,415004
TFLO,135,49706
TFLO,58,240506
TFLO,242,74671
TNXB,73,51
SDVN,71,116
BNGN,575,1154
TFLO,58,240614
FDOR,8,36
SDVN,2,49
TFLO,135,49788
SDVN,1,473
SIMO,338,1730
SDVN,GOLD,55
TFLO,59,491580
TFLO,137,558186
WRAY,175,2477
CSVC,84,11320
TFLO,59,491467
TFLO,59,491791
SIMO,2,1415
TFLO,6,493305
AMSY,80,1069
TFLO,6,493456
SDVN,97,19
TFLO,6,493536
TFLO,52,483248
AMSY,75,1097
TFLO,6,493391
TFLO,6,493590
TFLO,6,493564
TFLO,6,493336
TFLO,6,493358
TFLO,302,611381
CSVC,37E,6
SSWL,25,905
TFLO,7,251053
TNXB,49,51
UNIL,U9,1611
SSWL,14,90
BLUS,QC,1810
SSWL,21,47
UNIL,U1C,1831
UNIL,U6C,2011
VECT,701,70172
TNXB,72,46
TFLO,60,42188
SWWD,8,1711
TFLO,60,41926
TFLO,60,42160
TFLO,312,554470
TFLO,SL8,88181
TFLO,60,41999
TFLO,95,582599
VECT,20,20006
FBRI,19,1935
FBRI,39,2110
TFLO,34,584818
FBRI,49,2040
TFLO,34,585074
FBRI,4,1940
TNXB,35,114
FBRI,73,1816
KJTR,37,3716
WDBC,1C,1721
FBRI,1,1921
TNXB,13,191
TFLO,R1,207646
FBRI,76,2107
TFLO,30,362663
ASHT,52,19
FBRI,48a,2030
FBRI,1,2024
FBRI,2,1743
TFLO,R1,207734
FBRI,31,2030
FBRI,4,2013
TNXB,101,115
BLUS,11,1811
TFLO,31,244629
KDTR,72,3934
TFLO,205,551122
BLUS,9,1710
TNXB,907,85
TLCT,902,1610
TFLO,275,530274
TLCT,660,1533
TFLO,275,530337
TLCT,630,2014
VISB,113,1854
TNXB,101,133
FBRI,m1,2000
TLCT,675,2110
FBRI,3,1751
TFLO,207,227572
FBRI,8,1855
FBRI,X5,1926
TFLO,294,196330
TDTR,5,664
TNXB,126,81
FBRI,1,1814
FBRI,1,2005
TFLO,465,398016
TFLO,293,594546
BDRB,SJL4,1520
TNXB,6,119
METR,460,82
SCOX,TUBE,33
TXCO,166,4
TFLO,295,640231
TFLO,118,92405
LYNX,34,106
TFLO,118,92497
ANWE,19,1057
ANWE,263,1087
TFLO,118,92434
TFLO,118,92244
TFLO,12,499070
TFLO,276,399406
TFLO,12,499272
BLCT,IT1,1810
PBLT,311,1807
PCCO,LCCC051E,1200
TFLO,12,499043
SDVN,19,158
TFLO,12,499198
TFLO,264,28689
TFLO,120,510522
TFLO,120,510407
TFLO,2,76220
TNXB,94,255
TFLO,68,197583
TNXB,60,146
TFLO,349,345871
TNXB,60,180
TFLO,121,311473
TFLO,468,572177
TFLO,468,572377
TFLO,121,311559
TFLO,121,311542
TFLO,468,572142
TFLO,47,623549
FESX,27,110
FESX,300,81
FESX,27,118
TNXB,14,41
TFLO,47,623685
TFLO,121,311394
FESX,20,90
TFLO,278,462614
SCSO,1,27
FESX,20,75
STNE,E3,1640
TFLO,476,632919
TFLO,121,311373
TFLO,476,632675
TFLO,122,543790
HENS,553,1740
LNUD,7,6374
TFLO,161,583030
SDVN,44A,39
TFLO,123,636193
TFLO,45,53522
SCCU,X6,23
ENSB,Z2,1815
WBSV,01,46
TNXB,60,81
BHBC,48,83
SCCU,555,55
SCCU,55,40
YEOC,449,1743
TFLO,322,11099
SCMN,86,365
SCCU,63A,27
SCCU,42,32
TFLO,57,406321
SCMN,142,167
SCMN,76A,126
SCCU,1,100
TNXB,61,211
TFLO,65,590255
TFLO,124,237262
FESX,370,77
TFLO,124,237062
TFLO,47,
TFLO,124,237040
TFLO,124,237284
FESX,X20,137
TFLO,280,267005
TFLO,236,305929
SCMN,350,7004
FESX,371,49
FESX,371,55
SCMN,330,147
FESX,104,23
TFLO,282,66835
SCMN,378,7023
SCMN,203,165
TFLO,71,187197
SCMN,203,197
SCMN,203,146
SCMN,112,246
SCCM,B,145
SMMC,405,1330
TNXB,97,231
OXBC,400,4126
SCMN,201,174
SCCM,1,3002
SCMN,192,562
TFLO,483,383943
TFLO,326,107179
SCMN,112,221
PBLT,76,1850
NATX,440,440358
TFLO,483,383677
TFLO,483,383737
TFLO,483,384095
TFLO,126,361448
TFLO,83,333510
TFLO,483,383998
TFLO,126,361477
PBLT,48,1750
SCEK,102,120
SCGL,10,78
SCEK,AD,19
SCGL,7,104
SCGL,62,208
FALC,461,1751
SCGL,51,28
FALC,28,1813
SCGL,33,28
SCGL,3X,129
SCMN,143,839
SCMN,143,330
SCMN,327,7037
SCNH,67C,23
SCMN,255,60
BLAC,3a,1056
SCMN,38,112
SCNH,U1,88
BLUS,3,1810
WDBC,14,1711
SCNH,9B,107
SCMN,103,7064
TNXB,6A,136
SCNH,56,58
SCMN,250,180
SCNH,77A,10
SVCT,3,1861
SVCT,6,3019
BLUS,1,1911
SCOX,S9,73
SCOX,2,106
SCMN,86,349
SCOX,1,155
SCOX,H5,55
SCMN,103,7059
WDBC,U3,2111
SVCT,3,1862
HCTY,X70,1830
AMSY,82,1169
HCTY,965,Crossways
WDBC,X6,1911
SCMN,86,355
SCMN,111,111
SDVN,57,98
SDVN,4,132
SCMY,10A,92
ATGB,893,1510
SDVN,DY1,8
SDVN,GRN,75
TNXB,11A,332
SDVN,9A,24
SDVN,DY1,6
WDBC,X1,1510
SDVN,355,16
TNXB,11C,369
TFLO,23,57762
SDVN,62A,107
SCMY,61,51
TFLO,28,419758
SDVN,18,24
TFLO,270,58716
BLAC,74,1026
TNXB,5,53
WDBC,8,1820
WDBC,m1,2031
TNXB,11A,344
SCMY,9,57
SCMY,X2,30
SCMY,59,82
SCMY,472,1077
SCMY,68,64
SCMY,41,1507
SSWL,11,47
SCMY,PR1,107
TNXB,72,153
GONW,100,0079
SSWL,14,88
SCMY,2,52
SSWL,60,7
WDBC,5A,1911
SCMY,PR1,117
SSWL,23,115
SCMY,21,98
TDTR,5,656
SCMY,19,143
SCMY,2,58
TFLO,53,486733
TFLO,C11,153856
SCEM,1,54
HEDO,6A,45
SCMY,14A,274
FCYM,16,1915
FCYM,25,2010B
BRYL,B3,1810
FCYM,X13,1900
TNXB,X51,165
FCYM,X6,1815
BRYL,B5,1500
TNXB,936,131
FCYM,111,1730A
TFLO,249,78269
TFLO,249,78244
FCWL,T2,31
SULV,84,60
FCWL,24,23
FCWL,T2,45
FCYM,81,1719
TFLO,25,567481
FCYM,87,1639
GONW,135,0195
SCEK,98,54
SCEK,Loop,55
SCEK,16,84
FCYM,63,1435
FCYM,13,1830
FCYM,127,1749
SCEK,28,33
YSTN,213,1503
TNXB,934,143
GONW,98,0061
CSLB,101,4118
GONW,95,0053
TNXB,X8,175
SCEK,36,23
RBUS,5,128
SCEM,77A,5038
TFLO,63,295857
RBUS,17,187
SCEM,8,4056
CRDR,102,419
RBUS,1,57
DAGC,37,429
TFLO,289,70045
SCEM,209,5014
SSCT,56,16
SCEM,399,6002
TFLO,250,26322
TNXB,69,50
TNXB,59,245
TFLO,484,120560
TFLO,483,384075
TFLO,250,26321
SCEM,152,3023
PROC,138,1805
DAGC,130,424
CRDR,100,434
TFLO,250,26638
TFLO,274,529763
TFLO,486,174730
FCWL,PR1,128
TFLO,486,174472
FCWL,PR1,137
TFLO,486,174573
TFLO,487,423041
TFLO,487,423105
TFLO,134,
FBRA,X11,39
SCEM,5,1044
TFLO,251,331246
SCSO,2,105
SCEM,9,53
TFLO,49,277488
TFLO,488,482330
TFLO,488,482352
TFLO,488,482265
TFLO,49,277365
SCSO,10,15
FBRA,612,1727
SCSO,2,81
TFLO,49,277392
SCSO,23,10
TFLO,49,277085
TFLO,490,363025
TFLO,254,460147
FHAL,590,1818
TFLO,490,362911
SYRK,66,97
TFLO,490,362777
TFLO,490,362835
SYRK,25,110
TFLO,490,362869
FHUD,X63,1838
TFLO,490,363009
SCEM,11,1008
FHUD,324,2103
TFLO,491,270157
TNXB,X14,53
TFLO,491,270170
TFLO,491,270211
TFLO,491,270317
TFLO,491,270236
FLDS,4F,1811
FLDS,16,1510
SYRK,226,562
TFLO,134,219754
SYRK,137,524
TFLO,173,680959
FLDS,50,1746
SYRK,138,527
TFLO,134,
TFLO,173,526133
TFLO,173,680862
SCEM,11,3046
FLDS,12,1627
FLDS,12,1841
FLDS,2,1515
WACT,25,1510
SCCM,5A,104
FLDS,13,2049
FLDS,27,1744
FLDS,27,1714
TFLO,173,688492
MINS,552,1810
TFLO,79,414429
TFLO,R7,274740
TFLO,173,688441
TFLO,173,681019
TFLO,173,688466
TNXB,95,333
TNXB,24,283
TFLO,65,590287
TFLO,173,688388
SCMN,143,328
TFLO,174,698788
FLDS,5,1753
TFLO,139,5428
TFLO,174,698744
TFLO,174,698817
FLDS,56,1903
TFLO,139,684903
EYMS,X46,4652
TFLO,W9,248448
TFLO,174,698853
SCCM,B,177
TFLO,174,698900
ARBB,4,1094
ARBB,X7,1068
FLDS,47,1800
SCCM,3,61
TFLO,174,698632
TFLO,54,378161
TFLO,174,698758
SCCM,5,58
TFLO,174,698870
TFLO,174,698881
ARBB,L4,1063
TFLO,175,39469
TNXB,6,124
TNXB,9,131
TFLO,175,25179
STOT,341,1911
TFLO,137,558542
STOT,345,1813
BPTR,5,5146
TFLO,9,447393
TFLO,176,699602
DAGC,42,412
TFLO,474,286858
TFLO,176,699745
TNXB,9,141
TFLO,176,699703
SCCM,X5,76
TFLO,176,699579
TFLO,176,699482
ROST,R3,1057
DAGC,10,144
TFLO,177,398756
CRDR,74,156
SCEM,5,4047
RDCA,309,1927
CRDR,60,146
SCCM,8,3003
TFLO,177,398495
TFLO,177,398544
TFLO,177,398866
TFLO,178,404927
VECT,13C,13029
NMCO,34,1825
TFLO,179,82171
SCCM,1,102
BPTR,X43,3229
WDBC,1B,1921
SCCM,2,85
LNUD,22,2938
BHBC,5B,128
SCNH,14,75
CKMR,H1,1700
TFLO,R11,208313
TNXB,28,108
HDGS,87,8723
CSLB,102,4122
TFLO,18,508395
LNUD,7,6398
THTR,33,4060
LNUD,1,1690
TFLO,218,565196
TFLO,218,565165
BNGN,36,1140
TFLO,218,553787
CSLB,PMU_HW,1400
TFLO,181,610910
LNUD,1,1977
TFLO,137,558410
BNGN,471,1135
TFLO,218,553851
ANWE,19,1056
SCCM,51,26
ARBB,X7,1066
SCOX,S3,58
AMSY,63,1049
WDBC,6,1810
AMID,37,1092
BNGN,582,1093
BNGN,36,1141
TFLO,190,202942
SCCU,X5,54
SCCU,1A,207
TFLO,218,565098
TFLO,219,15701
TFLO,218,553818
SCCU,62,85
TFLO,218,565070
TFLO,219,15651
TFLO,219,15724
TFLO,219,15794
TFLO,22,100321
SCMN,143,301
TFLO,22,100490
TFLO,204,538716
TFLO,22,100299
SCMN,50,149
TFLO,220,422230
TFLO,220,422278
SCMN,23,88
SCMN,192,564
TFLO,220,422372
TFLO,237,565633
SCMN,201,153
TFLO,220,422158
BNGN,10,1121
TFLO,238,56445
SOST,50,07
TFLO,24,550417
TFLO,220,422346
TFLO,29,592389
TFLO,220,422445
TFLO,220,421915
TFLO,220,421937
BNGN,4,1111
TFLO,221,18305
TFLO,238,56293
SCMN,312,7053
SCMN,76,7007
TFLO,207,227566
TFLO,221,18276
TFLO,222,146616
TFLO,27,578799
TFLO,222,146501
TNXB,X12,128
TFLO,222,146643
TFLO,114,599051
TFLO,207,227765
TFLO,27,578771
TFLO,221,18270
TFLO,221,18255
SCMY,125,132
SCMY,2,25
SCMY,125,142
TFLO,240,73040
TFLO,225,548501
TFLO,225,548462
SCNE,10,66
TFLO,225,548552
TFLO,24,550315
SCMY,1,158
TFLO,225,548592
SCNE,13,72
SCNE,11,70
SCNE,36,89
SCNE,52,99
SCGL,S6,588
SCMY,111,66
SCMY,41,1515
TFLO,22,100565
SCMY,111,140
TFLO,74,708748
TFLO,14,412789
SCMY,109,50
FYOR,9,2037
TFLO,42,126683
SCGL,8,176
SCEK,43,57
SCSO,700,86
SCEK,29,50
TFLO,485,292128
FLDS,1,2045
SCEK,8A,86
TFLO,42,126843
SCEK,1A,36
TFLO,161,582905
SCEK,34,65
AMNO,7,1096
TFLO,266,502711
TFLO,422,257449
TFLO,422,257509
TFLO,422,257649
TFLO,422,257422
TFLO,14,412606
TFLO,22,85426
SCEK,12,39
EYMS,3,3011
TFLO,145,31651
TFLO,205,551287
TFLO,425,476627
TFLO,242,74784
TFLO,425,476687
TFLO,425,476807
TFLO,425,476766
TFLO,425,476710
TFLO,427,9637
TFLO,425,476992
TFLO,427,9167
TFLO,427,9601
TFLO,428,355600
TFLO,428,355534
SCEM,1,3140
TFLO,427,9335
TFLO,427,9569
TFLO,427,9129
TFLO,43,188188
TFLO,43,188103
TFLO,428,355564
TFLO,43,188142
TFLO,43,188202
TFLO,43,188214
HCTY,13,1430
SCSO,2,83
TFLO,W14,331562
SCSO,700,481
TFLO,430,479558
SCSO,700,147
HCTY,X52,1630
TFLO,123,636176
TFLO,243,531888
SCSO,23,147
FLEI,25,1000
TFLO,354,87843
TFLO,123,635974
TFLO,356,89200
TFLO,354,87933
TFLO,355,164054
TFLO,356,89107
TFLO,356,89173
TFLO,357,542072
TFLO,357,542012
TFLO,150,265916
TFLO,357,542036
SCSO,23,120
TNXB,6,194
TFLO,222,146676
TFLO,358,89261
TFLO,222,146700
TFLO,222,146582
TFLO,358,89622
TFLO,358,89572
TFLO,358,89412
TFLO,358,89321
TFLO,358,89508
TFLO,358,89392
TFLO,358,89297
TFLO,358,89371
TFLO,7,250701
SCSO,86,27
TFLO,36,350100
TFLO,36,350079
TFLO,36,349822
TFLO,36,349910
TNXB,6,98
TNXB,6,179
SCSO,66,38
SCSO,17,73
TFLO,36,349805
TNXB,6,192
GNEL,21,2279
TFLO,278,462646
GNEL,21,2192
TFLO,36,350178
TNXB,6,173
TFLO,36,349739
TFLO,36,350039
TFLO,36,349637
TFLO,360,254486
TFLO,36,349659
TFLO,360,254781
TFLO,360,254556
TFLO,360,254743
TFLO,360,254552
SCGL,10,126
TFLO,362,4161
SYRK,86,46
TFLO,360,254681
TFLO,P12,347032
TFLO,P12,346943
TFLO,362,4121
SYRK,1,125
TFLO,362,4076
TFLO,303,464486
SYRK,1,109
ARHE,322,1077
ARHE,59,1024
SCGL,77,114
TFLO,335,569899
TFLO,363,342993
TFLO,363,342751
TFLO,330,20031
TFLO,330,20072
TFLO,330,19999
TFLO,330,19882
TFLO,363,343022
TFLO,363,342722
ARHE,8,1018
FESX,27,628
VECT,90,90031
VECT,701,70171
GNEL,10A,1110
ARHE,2,1080
HEDO,94A,35
NATX,782,782012
TFLO,352,87101
HIPK,442,1705
SYRK,54,103
HIPK,58,1845
BHBC,24,86
TFLO,R3,321986
FLEI,88E,1850
FLEI,26,2000
FLEI,4,1950
FLEI,88,1730
TFLO,493,280302
TFLO,152,86153
TFLO,200,27760
TFLO,158,596336
FLEI,74,1715
TFLO,152,86249
TFLO,330,19923
TFLO,331,259872
TFLO,331,259928
NATX,788,788803
NATX,101,101009
NATX,560,560807
SCNH,7,67
TFLO,331,260005
TFLO,331,260029
TFLO,280,266874
TFLO,280,267171
TFLO,280,266905
TFLO,331,259925
TFLO,371,98623
TFLO,333,607949
SCNH,1,42
FCWL,T2,43
SCNH,U2,67
TFLO,333,607740
TFLO,333,608047
SCNH,4,28
TFLO,333,608014
TFLO,333,607818
SCNH,X46,28
TFLO,410,135256
SCNH,67A,23
TFLO,336,439024
TFLO,336,439214
TFLO,65,590561
TFLO,5,393421
TFLO,415,367662
TFLO,5,377479
TFLO,5,377538
HWCO,112,1830
SCEK,6,116
FHAM,PR1,574
TFLO,147,24661
TFLO,300,641848
TFLO,300,641914
TFLO,300,642089
BNGN,8,1101
FHAM,2,148
TLCT,656,1150
BNGN,471,1132
BNGN,471,1125
TFLO,5,393478
BNGN,163,1119
BNGN,163,1131
BNGN,8,1146
BNGN,8,1133
METR,424,13
FHAM,7,102
TFLO,50,125336
BNGN,21,1052
SCNH,85A,12
TFLO,282,66809
BNGN,520,1047
SCNH,46,25
BNGN,10A,1004
TFLO,119,260738
TFLO,50,125409
BNGN,9,1136
BNGN,575,1146
FTVA,RA2,73
FTVA,X74,52
BNGN,10,1109
BNGN,575,1168
LEMB,20,24
SCNH,88A,21
SCNH,7C,3
TFLO,51,181464
LEMB,85,5
SCNH,77,22
TFLO,456,505063
TFLO,309,543359
SCMN,192,553
TFLO,H25,619062
UNO,19,19078
TFCN,11,52
SCMN,11,60
SCMN,312,7059
SCMN,192,536
TFLO,300,641980
SCNH,77A,6
SCMN,201,157
TFLO,R1,207757
TFLO,300,641940
TFLO,301,83813
TFLO,300,642050
TFLO,163,118560
TFLO,38,367172
TFLO,304,272939
TFLO,304,273076
TFLO,304,273014
TFLO,306,465313
BNGN,36,1105
SCMN,250,38
SCMN,76,124
SCMY,20,125
TFLO,307,586136
TFLO,425,476932
YCST,843,0169
SCOX,1,178
TFLO,322,8409
TFLO,31,244799
SCOX,8,88
TFLO,31,244896
TFLO,31,244991
SCOX,S5,85
TFLO,31,244661
TFLO,E6,352835
SCOX,S1,97
TFLO,E6,352658
TFLO,E6,352739
TFLO,254,460314
TFLO,E6,352833
SCOX,1,168
SCEM,56,23
TFLO,E8,430157
TFLO,254,460190
BNGN,8,1125
TFLO,E8,430551
SCOX,B5,105
TFLO,EL1,180020
SCOX,500,124
TFLO,EL2,453820
FPOT,23,1655
SCCM,5,3003
TFLO,EL2,453652
TFLO,EL2,453623
TFLO,EL2,453772
TFLO,16,338220
SCOX,1,167
TFLO,32,317399
TFLO,SL5,654640
TFLO,EL2,453595
TFLO,EL2,453543
SCOX,14,52
TFLO,EL3,457458
ARBB,321,1078
